age,workclass,education,maritalstatus,occupation,race,sex,hoursperweek,country,income
18-21,Private,Some-college,Never-married,Sales,White,Male,25,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Handlers-cleaners,White,Female,25,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,White,Female,25,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Prof-specialty,White,Female,40,United-States,LessThan50K
18-21,?,HS-grad,Never-married,?,Black,Male,10,United-States,LessThan50K**
18-21,Private,HS-grad,Separated,Adm-clerical,White,Female,30,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,White,Female,30,United-States,Lessan50K
18-21,Private,Some-college,Never-married,Priv-house-serv,White,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Married-civ-spouse,Sales,White,Female,25,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,White,Male,30,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,White,Female,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,White,Male,14,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Craft-repair,White,Male,40,United-States,LessThan50K
18-21,?,HS-grad,Never-married,?,White,Female,18-21,United-States,LessThan50K
18-21,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,White,Female,40,?,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,Black,Female,25,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,Asian-Pac-Islander,Female,40,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Female,40,United-States,LessThan50K**
18-21,Private,Some-college,Never-married,Exec-managerial,White,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Craft-repair,Black,Female,40,United-States,LessThan50K
18-21,?,HS-grad,Never-married,?,Other,Male,60,South,LessThan50K
18-21,Private,Some-college,Never-married,Transport-moving,White,Male,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Priv-house-serv,White,Female,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,White,Female,18-21,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Transport-moving,White,Male,30,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Craft-repair,White,Male,60,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Other-service,Black,Female,18-21,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,White,Female,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,White,Female,30,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Handlers-cleaners,White,Female,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,White,Female,12,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Craft-repair,White,Male,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Other-service,White,Female,38,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Handlers-cleaners,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Tech-support,White,Female,8,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,White,Female,25,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,White,Female,18-21,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Male,40,United-States,Lessan50K**
18-21,Private,Some-college,Never-married,Other-service,White,Female,30,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,White,Female,50,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Sales,White,Male,35,United-States,LessThan50K
18-21,Self-emp-not-inc,Some-college,Never-married,Sales,White,Female,25,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Machine-op-inspct,White,Female,40,United-States,LessanTh50K
18-21,Private,HS-grad,Never-married,Transport-moving,White,Male,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Farming-fishing,White,Male,40,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Male,6,United-States,LessThan50K**
18-21,Private,Some-college,Never-married,Other-service,White,Male,30,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,White,Female,18-21,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Tech-support,White,Female,32,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,White,Male,18-21,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,Black,Female,15,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,White,Female,30,United-States,LessThan50K
18-21,?,Assoc-voc,Never-married,?,White,Female,40,United-States,LessThan50K
18-21,Private,10th,Never-married,Sales,White,Female,30,Mexico,LessThan50K
18-21,Private,HS-grad,Never-married,Sales,White,Male,45,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Protective-serv,Amer-Indian-Eskimo,Female,40,United-States,LessThan50K
18-21,Private,11th,Never-married,Handlers-cleaners,White,Male,40,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Male,40,?,Lessan50K**
18-21,Private,12th,Never-married,Machine-op-inspct,White,Female,40,United-States,LessThan50K
18-21,?,12th,Never-married,?,White,Female,35,United-States,LessThan50K
18-21,Self-emp-inc,Some-college,Never-married,Craft-repair,White,Male,18-21,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,White,Female,35,United-States,LessThan50K**
18-21,?,Some-college,Never-married,?,White,Male,15,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Female,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,White,Female,30,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,White,Male,18-21,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Male,18-21,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Other-service,White,Female,40,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Male,24,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,White,Female,25,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,28,United-States,LessThan50K
18-21,Private,Assoc-voc,Never-married,Other-service,White,Male,30,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,White,Male,45,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Male,50,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,White,Male,18-21,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Sales,White,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,43,United-States,LessanTh50K
18-21,Private,HS-grad,Never-married,Other-service,White,Male,40,United-States,LessThan50K**
18-21,Private,Some-college,Never-married,Other-service,White,Female,18-21,United-States,Lessan50K
18-21,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,45,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,White,Male,26,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,White,Female,25,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Female,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,White,Female,30,?,LessThan50K
18-21,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Separated,Machine-op-inspct,White,Male,40,United-States,LessThan50K
18-21,Private,9th,Never-married,Sales,White,Female,32,United-States,Lessan50K
18-21,Private,Some-college,Never-married,Sales,White,Female,18-21,United-States,LessThan50K**
18-21,Private,HS-grad,Never-married,Adm-clerical,Asian-Pac-Islander,Female,15,United-States,LessThan50K**
18-21,?,Some-college,Never-married,?,White,Female,18-21,United-States,Lessan50K
18-21,?,Some-college,Never-married,?,White,Female,35,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Sales,White,Female,8,Mexico,Lessan50K
18-21,Private,HS-grad,Never-married,Handlers-cleaners,Black,Male,35,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Male,30,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Adm-clerical,White,Female,30,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Farming-fishing,White,Male,60,United-States,LessThan50K**
18-21,Private,Some-college,Never-married,Handlers-cleaners,White,Female,18-21,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Transport-moving,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,White,Male,18-21,United-States,LessThan50K**
18-21,Private,Some-college,Never-married,Sales,White,Female,30,United-States,LessThan50K
18-21,Private,Some-college,Married-civ-spouse,Sales,White,Female,30,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,45,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Machine-op-inspct,White,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Craft-repair,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Separated,Other-service,White,Female,30,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Male,56,United-States,LessThan50K
18-21,Federal-gov,Some-college,Never-married,Tech-support,White,Female,24,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Sales,White,Female,30,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,Black,Female,40,Haiti,LessThan50K
18-21,Private,Some-college,Never-married,Handlers-cleaners,White,Male,35,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Female,12,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,White,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,40,United-States,LessThan50K**
18-21,Federal-gov,HS-grad,Never-married,Adm-clerical,White,Female,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Farming-fishing,White,Male,72,United-States,LessanTh50K
18-21,Private,11th,Never-married,Transport-moving,White,Male,40,United-States,LessThan50K
18-21,?,HS-grad,Never-married,?,Other,Male,43,United-States,LessThan50K
18-21,?,HS-grad,Never-married,?,White,Male,32,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Female,40,United-States,LessThan50K
18-21,Local-gov,Some-college,Never-married,Farming-fishing,White,Male,40,United-States,LessThan50K**
18-21,Private,Some-college,Never-married,Adm-clerical,White,Female,18-21,United-States,LessThan50K**
18-21,Private,HS-grad,Never-married,Machine-op-inspct,White,Female,45,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,45,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Craft-repair,White,Female,40,United-States,Less50anK
18-21,?,Some-college,Never-married,?,White,Male,40,United-States,LessThan50K
18-21,State-gov,Some-college,Never-married,Adm-clerical,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Prof-specialty,White,Female,30,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Adm-clerical,Black,Female,40,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Female,15,United-States,LessThan50K**
18-21,?,HS-grad,Never-married,?,White,Male,40,El-Salvador,LessThan50K
18-21,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,18-21,United-States,Lessan50K
18-21,?,Some-college,Never-married,?,White,Female,10,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Machine-op-inspct,Other,Male,32,United-States,Lessan50K
18-21,Private,HS-grad,Never-married,Other-service,Black,Male,25,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Handlers-cleaners,White,Male,18-21,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,White,Female,25,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Tech-support,White,Female,18-21,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,White,Female,35,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,White,Female,18-21,United-States,LessThan50K
18-21,?,Assoc-acdm,Never-married,?,White,Male,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Sales,White,Female,23,United-States,LessThan50K
18-21,Private,11th,Never-married,Transport-moving,White,Male,40,Guatemala,LessThan50K
18-21,Private,HS-grad,Never-married,Other-service,White,Male,50,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Female,40,United-States,LessThan50K
18-21,?,11th,Never-married,?,Black,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Machine-op-inspct,White,Male,40,United-States,LessThan50K**
18-21,Private,Some-college,Never-married,Adm-clerical,White,Female,10,United-States,Lessan50K
18-21,?,Some-college,Never-married,?,White,Female,40,United-States,LessanTh50K
18-21,Local-gov,Some-college,Never-married,Protective-serv,Asian-Pac-Islander,Female,18-21,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Other-service,Asian-Pac-Islander,Female,15,?,LessThan50K
18-21,Private,HS-grad,Married-civ-spouse,Sales,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,Other,Female,35,United-States,Lessan50K
18-21,Private,HS-grad,Never-married,Craft-repair,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,White,Female,10,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Handlers-cleaners,Black,Male,40,Germany,Lessan50K
18-21,Private,9th,Never-married,Handlers-cleaners,White,Male,28,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,White,Female,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Machine-op-inspct,White,Male,35,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Handlers-cleaners,Asian-Pac-Islander,Female,34,South,LessThan50K
18-21,?,HS-grad,Never-married,?,White,Female,40,United-States,LessanTh50K
18-21,Local-gov,HS-grad,Never-married,Prof-specialty,White,Male,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Craft-repair,White,Male,53,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Sales,White,Female,24,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,Black,Female,18-21,United-States,LessThan50K**
18-21,Private,HS-grad,Never-married,Other-service,White,Female,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Prof-specialty,White,Male,18-21,United-States,LessThan50K
18-21,Local-gov,Some-college,Never-married,Prof-specialty,White,Female,25,United-States,LessThan50K
